epoch,train_loss,eval_loss,eval_top1,eval_top5
37,1.0148687760035198,0.10064697265625,100.0,100.0
38,1.0148651997248332,0.1053466796875,100.0,100.0
39,1.0149532953898113,0.1080322265625,100.0,100.0
40,1.014886498451233,0.10394287109375,100.0,100.0
41,1.014848788579305,0.1051150390625,100.0,100.0
42,1.014872709910075,0.1005859375,100.0,100.0
43,1.0148968696594238,0.10504150390625,100.0,100.0
44,1.014854629834493,0.1044921875,100.0,100.0
45,1.0148582061131795,0.1077880859375,100.0,100.0
46,1.0149061679840088,0.10394287109375,100.0,100.0
47,1.0148556629816692,0.10400390625,100.0,100.0
48,1.0148511330286663,0.1046142578125,100.0,100.0
49,1.0148523648579915,0.1033935546875,100.0,100.0
50,1.014858603477478,0.10107421875,100.0,100.0
51,1.014875332514445,0.1044921875,100.0,100.0
52,1.014849026997884,0.10455322265625,100.0,100.0
53,1.0148558219273884,0.10552978515625,100.0,100.0
54,1.0148523648579915,0.10650634765625,100.0,100.0
55,1.0148672262827556,0.1060791015625,100.0,100.0
56,1.0148764451344807,0.1055908203125,100.0,100.0
57,1.0148752927780151,0.10101318359375,100.0,100.0
58,1.0148789087931316,0.1038755859375,100.0,100.0
59,1.0148600737253826,0.10308837890625,100.0,100.0
60,1.0148841540018718,0.10693359375,100.0,100.0
61,1.0148547887802124,0.10400390625,100.0,100.0
62,1.0148576895395915,0.10797119140625,100.0,100.0
63,1.0148686567942302,0.10443115234375,100.0,100.0
64,1.0148640076319377,0.1044921875,100.0,100.0
65,1.0148579279581706,0.1053466796875,100.0,100.0
66,1.0148532390594482,0.10552978515625,100.0,100.0
67,1.014873743057251,0.1026611328125,100.0,100.0
68,1.0148580074310303,0.10406494140625,100.0,100.0
69,1.0148499409357707,0.10400390625,100.0,100.0
70,1.014853556950887,0.10394287109375,100.0,100.0
71,1.014855980873108,0.1046142578125,100.0,100.0
72,1.0148567358652751,0.1046142578125,100.0,100.0
73,1.0148571729660034,0.10357666015625,100.0,100.0
74,1.0148614247639973,0.10736083984375,100.0,100.0
75,1.0148611068725586,0.1053466796875,100.0,100.0
76,1.0148565769195557,0.1025390625,100.0,100.0
77,1.0148590008417766,0.10501025390625,100.0,100.0
78,1.0148485898971558,0.10504150390625,100.0,100.0
79,1.0148558616638184,0.1043701171875,100.0,100.0
80,1.0148752133051555,0.10894775390625,100.0,100.0
81,1.014873782793681,0.1046142578125,100.0,100.0
82,1.0148494640986125,0.1043701171875,100.0,100.0
83,1.014851967493693,0.1068115234375,100.0,100.0
84,1.0148647626241047,0.1080322265625,100.0,100.0
85,1.0148659547170003,0.1058349609375,100.0,100.0
86,1.0148693720499675,0.1045892578125,100.0,100.0
87,1.0148576498031616,0.1036376953125,100.0,100.0
88,1.0148526827494304,0.10540771484375,100.0,100.0
89,1.0148508946100872,0.10394287109375,100.0,100.0
90,1.0148592392603557,0.10602431640625,100.0,100.0
91,1.0148767232894897,0.10052490234375,100.0,100.0
92,1.0154481728871663,0.1153564453125,100.0,100.0
93,1.0150505701700847,0.10498046875,100.0,100.0
94,1.014850378036499,0.10491943359375,100.0,100.0
95,1.0148497025171916,0.10507275390625,100.0,100.0
96,1.014849344889323,0.10504150390625,100.0,100.0
97,1.014849066734314,0.105187109375,100.0,100.0
98,1.0148494243621826,0.10504150390625,100.0,100.0
99,1.0148487091064453,0.10501650390625,100.0,100.0
100,1.0148487091064453,0.10504150390625,100.0,100.0
101,1.0148487091064453,0.10504150390625,100.0,100.0
102,1.014849066734314,0.1051025390625,100.0,100.0
103,1.0148485898971558,0.1051087890625,100.0,100.0
104,1.0148485104242961,0.10499921875,100.0,100.0
105,1.0148487091064453,0.10491943359375,100.0,100.0
106,1.0148486296335857,0.1051025390625,100.0,100.0
107,1.0148485898971558,0.1051025390625,100.0,100.0
108,1.0148486296335857,0.10504150390625,100.0,100.0
109,1.0148497819900513,0.10687255859375,100.0,100.0
110,1.014852523803711,0.10504150390625,100.0,100.0
111,1.0148485898971558,0.10519482421875,100.0,100.0
112,1.0148485104242961,0.10505400390625,100.0,100.0
113,1.0148484309514363,0.1048896484375,100.0,100.0
114,1.0148485898971558,0.10494443359375,100.0,100.0
115,1.0148483514785767,0.10491943359375,100.0,100.0
116,1.0148485501607258,0.10491943359375,100.0,100.0
117,1.0148485501607258,0.1048583984375,100.0,100.0
118,1.0148483514785767,0.1048583984375,100.0,100.0
119,1.0148483912150066,0.10504150390625,100.0,100.0
120,1.0148483514785767,0.1048583984375,100.0,100.0
121,1.0148513714472454,0.10504150390625,100.0,100.0
122,1.0148485104242961,0.1048896484375,100.0,100.0
123,1.0148483514785767,0.10491943359375,100.0,100.0
124,1.0148485501607258,0.10489443359375,100.0,100.0
125,1.0148483514785767,0.10491943359375,100.0,100.0
126,1.0148485104242961,0.10490693359375,100.0,100.0
127,1.0148483912150066,0.10491943359375,100.0,100.0
128,1.0148485104242961,0.10497421875,100.0,100.0
129,1.0148484309514363,0.10491943359375,100.0,100.0
130,1.0148484706878662,0.1048646484375,100.0,100.0
131,1.0148484706878662,0.10491943359375,100.0,100.0
132,1.0148483117421467,0.10491943359375,100.0,100.0
133,1.0148484706878662,0.10491943359375,100.0,100.0
134,1.0149999856948853,0.10443115234375,100.0,100.0
135,1.014849106470744,0.1053466796875,100.0,100.0
136,1.0148485104242961,0.1053466796875,100.0,100.0
137,1.0148484706878662,0.1053466796875,100.0,100.0
138,1.0148484706878662,0.1053466796875,100.0,100.0
139,1.0148484706878662,0.1053466796875,100.0,100.0
140,1.0148485104242961,0.1053466796875,100.0,100.0
141,1.0148484309514363,0.1053466796875,100.0,100.0
142,1.0148485104242961,0.1053466796875,100.0,100.0
143,1.0148484706878662,0.1053466796875,100.0,100.0
144,1.0148485501607258,0.1053466796875,100.0,100.0
145,1.0148486296335857,0.1053466796875,100.0,100.0
146,1.0148485104242961,0.1053466796875,100.0,100.0
147,1.0148485501607258,0.1053341796875,100.0,100.0
148,1.0148485104242961,0.1053466796875,100.0,100.0
149,1.0148485501607258,0.1053466796875,100.0,100.0
150,1.0148484706878662,0.1053466796875,100.0,100.0
151,1.0148484309514363,0.105337109375,100.0,100.0
152,1.0148484309514363,0.1051025390625,100.0,100.0
153,1.0148483912150066,0.1053466796875,100.0,100.0
154,1.014848232269287,0.10491943359375,100.0,100.0
155,1.0148483514785767,0.1053466796875,100.0,100.0
156,1.0148483117421467,0.1053466796875,100.0,100.0
157,1.0148483514785767,0.1053466796875,100.0,100.0
158,1.014848272005717,0.10498046875,100.0,100.0
159,1.0148483514785767,0.10491943359375,100.0,100.0
160,1.0148510535558064,0.10394287109375,100.0,100.0
161,1.0148511330286663,0.1053466796875,100.0,100.0
162,1.0148484309514363,0.1053466796875,100.0,100.0
163,1.0148481527964275,0.1053466796875,100.0,100.0
164,1.0148484706878662,0.10540771484375,100.0,100.0
165,1.014848272005717,0.1053466796875,100.0,100.0
166,1.0148481925328572,0.1053466796875,100.0,100.0
167,1.0148483514785767,0.1053466796875,100.0,100.0
168,1.0148481925328572,0.1053466796875,100.0,100.0
169,1.0148485104242961,0.1053466796875,100.0,100.0
170,1.0148481527964275,0.1053466796875,100.0,100.0
171,1.0148484309514363,0.1053466796875,100.0,100.0
172,1.014848272005717,0.10540771484375,100.0,100.0
173,1.0148481527964275,0.1053466796875,100.0,100.0
174,1.0148483117421467,0.10540771484375,100.0,100.0
175,1.014848232269287,0.1053466796875,100.0,100.0
176,1.0148541927337646,0.10992431640625,100.0,100.0
177,1.0148801406224568,0.1051025390625,100.0,100.0
178,1.0148485104242961,0.1053466796875,100.0,100.0
179,1.0148483117421467,0.1053466796875,100.0,100.0
180,1.0148483117421467,0.10504150390625,100.0,100.0
181,1.0148484706878662,0.10540771484375,100.0,100.0
182,1.0148483514785767,0.10504150390625,100.0,100.0
183,1.0148483912150066,0.1051087890625,100.0,100.0
184,1.0148484309514363,0.10540771484375,100.0,100.0
185,1.0148484309514363,0.1053841796875,100.0,100.0
186,1.0148484706878662,0.1053466796875,100.0,100.0
187,1.0148484309514363,0.1053466796875,100.0,100.0
188,1.0148483117421467,0.10540771484375,100.0,100.0
189,1.0148481925328572,0.1053466796875,100.0,100.0
190,1.0148484706878662,0.1053466796875,100.0,100.0
191,1.0148483912150066,0.1053466796875,100.0,100.0
192,1.0148483117421467,0.10540771484375,100.0,100.0
193,1.014848232269287,0.1053466796875,100.0,100.0
194,1.0148483912150066,0.1053466796875,100.0,100.0
195,1.0148484309514363,0.1053466796875,100.0,100.0
196,1.0148483514785767,0.1053466796875,100.0,100.0
197,1.0148486296335857,0.10540771484375,100.0,100.0
198,1.0148485104242961,0.1055908203125,100.0,100.0
199,1.0148489077885945,0.10504150390625,100.0,100.0
200,1.0148504575093586,0.10601806640625,100.0,100.0
201,1.0148495435714722,0.10498046875,100.0,100.0
202,1.0148484706878662,0.10540771484375,100.0,100.0
203,1.0148480733235676,0.1053466796875,100.0,100.0
204,1.0148481925328572,0.1053466796875,100.0,100.0
205,1.014848232269287,0.1053466796875,100.0,100.0
206,1.014848232269287,0.10589599609375,100.0,100.0
207,1.0148488283157349,0.10545,100.0,100.0
208,1.0148488680521648,0.1058349609375,100.0,100.0
209,1.014849106470744,0.10589599609375,100.0,100.0
210,1.0148500601450603,0.1063232421875,100.0,100.0
211,1.014849861462911,0.1053466796875,100.0,100.0
212,1.0148483117421467,0.1053466796875,100.0,100.0
213,1.0148483514785767,0.1053466796875,100.0,100.0
214,1.014849106470744,0.10601806640625,100.0,100.0
215,1.014849066734314,0.1051025390625,100.0,100.0
216,1.0148508946100872,0.10399765625,100.0,100.0
217,1.0148499409357707,0.10498046875,100.0,100.0
218,1.0148488680521648,0.10491943359375,100.0,100.0
219,1.0148486693700154,0.1055908203125,100.0,100.0
220,1.0148484706878662,0.10455322265625,100.0,100.0
221,1.0148489872614543,0.10540771484375,100.0,100.0
222,1.014848272005717,0.1053466796875,100.0,100.0
223,1.0148483514785767,0.1053466796875,100.0,100.0
224,1.0148483117421467,0.1053466796875,100.0,100.0
225,1.0148491859436035,0.10400390625,100.0,100.0
226,1.0148497422536213,0.10504150390625,100.0,100.0
227,1.0148486296335857,0.1055908203125,100.0,100.0
228,1.0148486296335857,0.10546875,100.0,100.0
229,1.0148485501607258,0.1046142578125,100.0,100.0
230,1.0148486296335857,0.10540771484375,100.0,100.0
231,1.0148481130599976,0.1053466796875,100.0,100.0
232,1.0148485898971558,0.1053466796875,100.0,100.0
233,1.0148483912150066,0.1053466796875,100.0,100.0
234,1.014848272005717,0.1053466796875,100.0,100.0
235,1.0148483912150066,0.1053466796875,100.0,100.0
236,1.0148483514785767,0.1053466796875,100.0,100.0
237,1.0148484309514363,0.1053466796875,100.0,100.0
238,1.0148484309514363,0.1053466796875,100.0,100.0
239,1.0148487488428752,0.10540146484375,100.0,100.0
240,1.0148484706878662,0.1053466796875,100.0,100.0
241,1.0148483912150066,0.1053466796875,100.0,100.0
242,1.0148483117421467,0.1053466796875,100.0,100.0
243,1.0148483117421467,0.1053466796875,100.0,100.0
244,1.014848232269287,0.1053466796875,100.0,100.0
245,1.0148484706878662,0.1053466796875,100.0,100.0
246,1.0148484309514363,0.1053466796875,100.0,100.0
247,1.0148483514785767,0.1053029296875,100.0,100.0
248,1.0148483514785767,0.1053466796875,100.0,100.0
249,1.014848232269287,0.10491943359375,100.0,100.0
250,1.0148483514785767,0.1053466796875,100.0,100.0
251,1.0148483514785767,0.10504150390625,100.0,100.0
252,1.0148483117421467,0.1053466796875,100.0,100.0
253,1.0148483117421467,0.1053466796875,100.0,100.0
254,1.0148481527964275,0.1053466796875,100.0,100.0
255,1.014848232269287,0.1051087890625,100.0,100.0
256,1.0148483514785767,0.10491943359375,100.0,100.0
257,1.0148484706878662,0.1053466796875,100.0,100.0
258,1.0148484309514363,0.10503671875,100.0,100.0
259,1.0148484309514363,0.1053466796875,100.0,100.0
260,1.0148484309514363,0.10491943359375,100.0,100.0
261,1.0148485501607258,0.10494921875,100.0,100.0
262,1.014848232269287,0.1053466796875,100.0,100.0
263,1.0148485501607258,0.10493193359375,100.0,100.0
264,1.014848272005717,0.10494921875,100.0,100.0
265,1.0148483514785767,0.10491943359375,100.0,100.0
266,1.014848232269287,0.10491943359375,100.0,100.0
267,1.0148483117421467,0.10498046875,100.0,100.0
268,1.0148481130599976,0.10491943359375,100.0,100.0
269,1.0148483912150066,0.10455322265625,100.0,100.0
270,1.0148489077885945,0.1053466796875,100.0,100.0
271,1.0148485104242961,0.10498046875,100.0,100.0
272,1.014848232269287,0.1053466796875,100.0,100.0
273,1.014848232269287,0.10493193359375,100.0,100.0
274,1.014848033587138,0.1053466796875,100.0,100.0
275,1.0148485501607258,0.10493671875,100.0,100.0
276,1.0148483514785767,0.10491943359375,100.0,100.0
277,1.0148483912150066,0.10498046875,100.0,100.0
278,1.014848232269287,0.10498046875,100.0,100.0
279,1.0148481925328572,0.10498046875,100.0,100.0
280,1.014848232269287,0.10498046875,100.0,100.0
281,1.014848232269287,0.10491943359375,100.0,100.0
282,1.0148485898971558,0.10493193359375,100.0,100.0
283,1.0148483117421467,0.10498046875,100.0,100.0
284,1.014848272005717,0.10496796875,100.0,100.0
285,1.014848232269287,0.10491943359375,100.0,100.0
286,1.0148483514785767,0.10498046875,100.0,100.0
287,1.014848232269287,0.10498046875,100.0,100.0
288,1.0148483514785767,0.10498046875,100.0,100.0
289,1.0148484309514363,0.10498046875,100.0,100.0
290,1.0148483117421467,0.10540771484375,100.0,100.0
291,1.014848272005717,0.10498046875,100.0,100.0
292,1.014848272005717,0.10491943359375,100.0,100.0
293,1.0148484309514363,0.10491943359375,100.0,100.0
294,1.0148484309514363,0.10498046875,100.0,100.0
295,1.0148483514785767,0.10498046875,100.0,100.0
296,1.0148483514785767,0.10498046875,100.0,100.0
297,1.014848232269287,0.10498046875,100.0,100.0
298,1.0148481527964275,0.10498046875,100.0,100.0
299,1.0148483117421467,0.10498046875,100.0,100.0
300,1.014848232269287,0.10491943359375,100.0,100.0
301,1.0148483514785767,0.10498046875,100.0,100.0
302,1.0148481527964275,0.10491943359375,100.0,100.0
303,1.0148483117421467,0.1051587890625,100.0,100.0
304,1.014848272005717,0.10498046875,100.0,100.0
305,1.0148483117421467,0.10498046875,100.0,100.0
306,1.0148483912150066,0.10498046875,100.0,100.0
307,1.014848232269287,0.10498046875,100.0,100.0
308,1.014848232269287,0.10491943359375,100.0,100.0
309,1.0148483514785767,0.10498046875,100.0,100.0
